Temperature_C,Humidity,Soil_Moisture,Rainfall_mm,Sunlight_Hours,Wind_Speed_kmh,Soil_pH,Irrigation_Need
33.44,31.62,8.21,1273.79,7.71,2.88,7.91,Medium
21.98,60.78,34.88,1652.95,4.12,9.67,5.66,Low
37.53,44.55,33.51,1902.34,10.89,10.46,7.85,Medium
28.45,52.44,25.79,540.27,5.03,13.83,8.02,Medium
38.0,79.39,47.51,2443.08,7.69,18.57,6.66,Medium
18.8,59.85,46.96,2325.56,10.37,16.07,7.09,Medium
25.02,33.23,52.43,103.82,5.97,17.88,5.95,Low
19.96,53.98,21.5,1629.18,4.54,15.73,5.36,Medium
14.34,67.37,54.51,962.41,8.65,15.34,7.12,Medium
30.89,50.16,16.17,361.8,10.32,10.3,6.47,Medium
38.96,41.47,44.79,1444.73,10.06,18.66,5.83,Low
39.36,39.76,63.16,139.69,4.31,11.52,7.28,Medium
33.96,77.48,19.97,1194.47,5.64,19.86,5.43,Medium
28.91,81.2,49.58,2104.65,8.43,1.73,7.98,Low
20.79,29.09,16.99,2028.49,6.66,0.71,7.37,Low
30.48,60.28,63.12,285.15,8.31,15.39,6.11,Medium
28.67,39.51,33.6,1533.33,4.17,7.6,6.85,Low
13.28,43.51,11.68,447.57,9.21,12.76,4.99,Medium
30.06,73.94,52.38,838.83,10.84,15.84,7.58,Low
36.57,77.14,49.16,61.83,6.18,11.49,7.77,Medium
31.71,89.98,13.46,999.4,7.95,7.88,6.7,Medium
19.54,28.43,24.27,738.0,7.54,14.86,7.23,Low
37.26,44.41,42.52,1391.81,9.33,12.17,5.71,Medium
14.08,54.13,23.71,1322.33,10.47,12.39,6.74,Medium
19.4,80.42,45.37,207.54,5.74,17.66,6.54,Medium
26.97,30.51,14.85,697.79,8.73,1.19,7.4,Low
36.59,66.37,24.86,2160.09,8.43,12.81,7.86,Medium
40.65,46.43,11.96,2433.92,10.25,17.99,7.19,Medium
38.73,41.84,54.07,376.93,6.09,7.59,8.01,Low
36.94,84.5,15.0,518.12,5.64,9.77,7.73,Medium
36.39,52.15,52.4,2151.2,5.46,16.76,7.99,Medium
34.22,55.35,51.42,1010.97,10.06,3.97,6.48,Medium
22.69,36.8,47.05,1907.59,5.7,13.76,6.57,Medium
12.68,37.06,19.06,259.22,10.63,0.68,6.74,High
35.64,37.46,64.41,1142.94,5.62,6.43,7.75,Low
25.45,47.73,35.3,2435.57,5.47,10.47,7.83,Low
16.13,89.19,11.04,1706.5,7.59,10.12,8.15,Low
28.27,30.02,33.93,1500.68,4.84,8.11,4.97,Low
41.55,75.92,43.07,899.86,7.46,3.78,7.86,Low
34.21,85.63,52.42,2178.54,6.22,12.44,5.77,Medium
17.49,61.52,43.6,2233.57,6.67,5.66,7.6,Low
12.38,89.55,62.37,2079.71,9.12,15.93,6.24,Low
16.42,73.54,50.42,144.37,4.45,15.73,7.74,Low
32.09,45.28,50.48,967.95,7.3,7.12,5.58,Low
14.58,80.72,37.89,2409.18,6.08,6.76,8.18,Low
18.48,67.08,9.72,1806.88,10.1,10.93,6.2,Medium
27.3,89.29,9.23,2266.6,5.08,10.39,6.26,Low
34.59,71.58,41.41,1939.73,9.93,18.89,6.77,Medium
18.07,89.21,11.7,1643.84,4.61,13.94,7.79,Medium
21.5,61.92,32.63,2169.48,7.55,11.46,6.27,Medium
26.52,41.0,49.86,2277.0,8.89,1.76,5.51,Low
17.33,70.22,13.11,1840.41,5.8,4.44,8.1,Low
17.66,50.65,16.39,279.51,7.12,9.27,7.61,Medium
37.32,35.99,14.18,2020.79,5.47,4.6,6.79,Medium
35.25,58.72,33.64,2315.43,7.76,12.0,5.94,Medium
25.14,80.27,56.5,501.07,4.77,17.02,5.81,Medium
24.22,93.25,32.17,687.47,6.16,11.6,6.66,Low
39.26,88.0,57.37,1152.0,6.05,2.22,5.79,Low
32.03,38.83,44.06,537.01,8.41,13.96,6.19,Medium
18.78,88.89,43.61,1936.06,10.97,13.07,6.62,Low
31.58,62.23,24.9,57.76,9.8,2.3,7.97,Medium
30.33,63.69,35.62,913.26,10.39,9.63,5.43,Low
36.33,85.77,9.52,1158.81,10.89,2.74,4.94,Medium
21.88,89.57,18.42,1990.81,7.87,4.17,5.48,Low
19.69,33.99,46.46,465.02,6.94,5.78,6.89,Low
19.97,94.31,17.11,953.11,6.46,2.63,7.12,Medium
37.48,73.09,51.32,201.06,4.72,7.03,6.94,Medium
16.14,45.79,37.03,2283.92,10.56,3.38,5.08,Low
32.96,43.68,49.0,1676.37,9.53,17.97,5.35,Medium
29.11,92.06,50.5,2230.28,8.52,7.25,7.62,Low
33.83,87.14,63.75,2215.65,7.25,9.45,6.42,Low
15.51,46.9,63.03,1465.54,6.26,1.87,8.01,Low
32.25,81.85,25.74,1736.7,6.09,0.88,6.11,Low
15.5,71.01,51.68,2230.79,9.59,8.36,6.93,Low
24.29,85.69,52.76,292.5,10.18,13.43,8.19,Medium
40.6,79.61,40.14,731.38,9.23,16.3,5.48,Medium
37.08,53.41,31.7,591.23,10.35,17.38,5.16,Medium
25.28,65.0,47.31,1293.64,6.82,16.57,6.76,Low
34.61,81.89,12.63,2474.68,6.25,15.73,5.43,Medium
22.57,54.65,18.06,2101.21,9.04,3.86,4.83,Low
14.46,56.88,59.84,116.44,10.7,19.7,7.89,Medium
33.36,34.8,18.1,1354.4,8.2,4.46,7.31,Low
17.79,59.93,25.24,2130.35,8.45,5.21,5.05,Low
36.18,30.39,31.57,2320.52,5.01,2.73,7.99,Low
13.42,43.64,61.67,2233.82,4.62,1.33,6.27,Low
34.36,58.56,49.28,790.57,7.74,7.68,5.38,Low
36.55,67.46,20.47,1104.19,8.56,14.31,6.01,Medium
22.38,29.41,27.96,1491.98,9.76,6.63,7.26,Low
32.58,86.79,37.77,687.08,5.3,11.82,5.81,Medium
20.81,51.04,58.21,1173.99,9.25,17.31,7.91,Low
36.74,79.46,40.21,1067.03,4.16,5.58,7.49,Low
24.3,74.64,60.93,56.84,4.4,16.47,5.12,Medium
35.08,58.04,30.06,2355.53,4.93,17.95,6.81,Medium
34.92,27.62,25.82,1048.46,8.94,0.63,5.85,Low
33.86,61.83,10.93,2133.99,6.47,16.61,5.98,High
35.6,69.01,52.88,1759.67,4.59,1.7,5.48,Low
15.16,85.09,63.1,177.45,10.98,15.95,5.87,Medium
27.55,35.69,48.86,274.09,6.37,11.12,8.18,Medium
41.04,36.3,48.58,898.65,4.38,5.4,6.32,Low
37.77,83.06,42.65,1631.64,7.15,15.77,5.62,Medium
26.58,55.77,49.24,1870.55,5.35,7.14,7.47,Low
28.84,55.49,58.64,950.73,5.84,19.4,7.11,Low
20.29,70.49,15.55,509.27,4.22,10.66,7.77,Low
40.14,53.99,28.52,1282.96,8.91,18.75,7.18,Medium
18.05,86.43,63.86,1446.51,6.39,10.58,5.96,Low
23.52,49.88,38.42,593.99,5.7,4.51,4.98,Low
34.97,65.06,30.11,2365.18,4.75,9.95,6.81,Low
30.7,63.91,34.26,1394.17,9.36,8.92,5.33,Low
24.66,82.24,14.71,1794.78,8.56,2.11,6.12,Low
30.43,28.81,30.71,1162.28,5.43,13.66,7.89,Medium
19.19,75.49,12.55,1332.17,9.66,7.4,5.8,Medium
21.32,90.63,62.09,639.42,10.34,5.68,7.83,Low
18.41,42.77,14.69,1185.74,4.44,3.24,5.72,Medium
41.09,33.0,20.84,1274.16,8.11,6.84,6.4,Medium
21.27,92.72,65.0,1097.07,6.2,10.01,6.67,Low
36.66,54.15,14.13,1441.78,9.0,5.37,5.32,Medium
26.5,94.9,59.38,508.44,5.83,11.18,7.28,Low
38.19,71.98,30.97,1263.19,5.13,14.72,6.61,Medium
12.21,33.39,36.93,1087.82,7.93,11.95,6.0,Low
25.7,44.65,27.14,740.65,9.37,2.9,7.28,Low
38.49,67.68,61.71,1965.85,9.65,15.32,7.24,Medium
38.5,45.01,43.19,1778.44,6.73,16.75,8.18,Low
31.81,43.3,34.41,697.21,10.47,5.95,7.63,Low
40.63,45.42,59.55,1902.3,8.11,6.34,6.45,Low
30.89,31.59,52.18,1184.93,10.84,12.72,6.09,Medium
32.08,58.62,12.88,755.06,4.83,3.09,7.72,Low
13.69,47.76,62.33,914.52,8.74,11.51,5.65,Low
33.1,53.84,59.5,1531.02,7.74,13.74,6.18,Low
35.04,44.97,15.44,206.06,9.11,2.5,5.31,Medium
12.74,25.2,59.45,633.53,7.36,19.11,5.95,Medium
40.71,52.62,47.31,1881.1,6.22,5.07,5.16,Low
28.44,47.32,46.1,289.61,5.44,11.64,7.12,Medium
17.17,80.36,63.25,307.0,6.03,13.62,6.22,Low
27.18,93.92,62.59,2014.27,5.98,17.43,6.89,Medium
29.22,62.48,30.59,1259.2,8.78,10.46,5.42,Low
35.41,26.35,33.57,2046.94,6.2,4.17,6.63,Low
14.32,74.23,43.49,1171.28,7.91,14.8,7.84,Low
19.43,58.22,47.11,758.79,4.07,9.7,5.86,Low
16.29,83.83,37.26,1045.35,8.99,6.48,6.47,Low
19.45,32.02,52.14,1682.07,6.43,3.23,5.69,Low
13.45,38.28,39.06,817.38,6.97,11.88,4.88,Medium
31.98,50.81,18.91,209.2,10.44,4.41,4.84,High
12.99,62.42,58.66,1904.47,10.37,1.56,6.53,Low
40.99,36.41,29.37,1586.96,10.46,1.81,5.85,Medium
24.3,94.89,11.33,1878.51,9.14,6.25,7.43,Low
40.73,42.62,53.53,1995.88,5.5,13.5,7.36,Medium
31.34,82.88,21.4,1137.5,5.71,7.97,6.24,Low
17.02,43.76,62.65,534.55,5.76,8.45,6.66,Low
23.02,80.03,62.91,1929.26,7.38,3.6,7.54,Low
24.18,70.5,28.0,381.81,9.06,16.81,7.47,Low
31.6,48.82,10.89,690.69,4.68,13.1,7.63,High
28.57,29.42,37.06,422.66,4.73,12.34,6.95,Low
18.49,37.02,46.85,1190.27,6.34,11.32,5.66,Low
25.81,74.48,11.05,1442.67,8.99,15.09,7.08,Medium
37.24,58.06,58.29,107.45,8.75,1.11,7.57,Low
13.3,43.31,33.09,1018.67,5.74,18.95,8.01,Low
15.35,71.04,8.86,2119.8,7.17,8.55,5.49,Low
32.36,41.86,32.89,1781.64,10.06,16.07,7.59,Low
37.81,77.1,43.76,1752.56,7.2,3.78,8.05,Low
23.38,60.35,43.14,1465.67,9.95,17.15,5.86,Medium
33.17,76.41,43.92,1118.89,6.39,14.17,6.97,Medium
17.05,26.04,50.7,677.81,7.6,6.99,6.69,Low
20.3,42.36,39.79,1935.7,7.64,12.53,7.17,Low
40.02,45.87,45.7,1027.08,4.33,1.64,6.1,Medium
35.68,41.87,60.25,744.09,7.98,12.8,6.27,Medium
36.57,79.39,37.37,2145.35,9.24,2.7,7.93,Low
30.03,94.78,41.21,876.88,7.85,17.41,6.85,Low
23.68,54.33,13.11,740.04,7.22,18.23,6.11,Medium
34.19,78.88,13.45,2174.44,5.66,11.83,8.15,Medium
18.56,70.24,61.45,286.34,6.5,5.07,6.88,Medium
20.59,92.95,9.0,1328.28,7.31,9.42,7.16,Low
39.71,44.56,62.1,706.74,9.39,19.06,5.51,Medium
24.4,76.25,57.19,304.22,8.76,5.65,5.46,Low
24.86,29.95,60.14,1725.27,8.56,11.39,6.49,Low
40.1,57.95,15.3,1991.15,5.04,15.96,8.07,High
13.91,82.37,33.08,1566.54,8.99,9.4,6.75,Low
38.94,54.17,60.35,1194.28,5.33,18.47,5.34,Medium
27.24,67.84,26.61,715.1,6.1,4.46,7.78,Low
23.23,81.68,51.35,1319.04,9.83,5.34,7.01,Low
17.19,43.01,9.08,1744.19,4.27,12.76,6.01,Medium
35.96,69.83,32.98,2275.3,6.71,15.14,7.23,Medium
35.91,57.91,52.13,1000.8,5.04,9.36,5.59,Low
35.22,64.04,14.24,1667.75,5.04,12.56,4.86,Medium
32.75,59.69,60.21,295.46,8.89,17.36,7.37,High
25.17,48.25,13.37,1515.54,8.24,17.35,6.01,Medium
23.91,91.97,45.11,626.13,6.74,12.11,8.12,Medium
36.59,63.28,55.67,900.18,9.0,10.01,7.18,Medium
28.4,58.32,62.02,2263.44,10.32,11.29,7.68,Medium
19.49,34.77,47.61,429.37,6.58,3.03,6.9,Low
32.85,43.17,30.88,1944.09,9.93,15.54,8.03,Low
39.28,67.89,36.41,345.07,10.55,5.97,7.53,Low
30.98,48.71,61.98,1122.25,8.6,10.32,7.21,Medium
21.47,32.76,15.29,2106.81,8.95,9.98,8.17,Low
40.45,74.35,40.71,152.73,5.71,3.0,6.31,Medium
24.77,49.1,54.35,750.53,8.39,17.59,4.91,Low
21.57,29.06,24.34,1190.9,4.49,14.18,6.07,Medium
14.46,78.43,42.42,2377.91,9.54,2.48,4.99,Low
41.56,81.53,42.62,2337.82,7.55,1.94,8.01,Medium
22.02,63.5,50.18,1778.4,8.94,7.75,8.04,Low
26.3,90.09,59.66,705.3,7.63,14.03,7.91,Low
16.94,79.49,16.83,1567.78,8.13,9.6,6.68,Medium
18.97,47.23,14.79,2252.55,6.77,5.58,4.83,Low
14.84,55.14,24.7,967.66,8.52,19.14,6.4,Medium
22.89,55.14,48.68,2427.44,4.45,15.16,4.94,Low
28.4,75.38,28.58,2019.08,8.23,10.66,6.25,Medium
31.83,32.91,18.52,2487.87,4.55,17.44,5.73,High
41.68,36.05,55.61,1075.6,4.4,4.01,7.16,Low
41.96,51.8,41.12,453.31,5.81,10.38,6.19,Low
39.02,28.95,41.21,1274.59,5.32,13.38,7.22,Medium
31.86,44.76,30.49,1480.11,6.16,5.05,6.96,Low
24.82,27.68,39.74,1491.38,6.54,14.19,5.73,Low
30.53,36.48,28.11,1848.32,8.42,2.31,5.63,Low
19.31,62.99,27.3,2047.55,8.75,15.52,7.64,Low
38.94,59.55,20.58,121.77,6.3,13.75,8.12,High
16.39,72.54,24.58,1058.76,4.54,4.62,7.25,Low
34.42,60.15,9.29,28.5,6.68,11.21,6.05,High
28.82,64.17,12.55,2058.21,4.33,18.58,6.54,Medium
41.88,37.47,58.16,961.94,4.72,2.69,6.54,Low
24.46,88.54,60.23,1546.99,4.97,3.39,5.38,Low
15.67,52.99,29.13,2016.33,4.52,16.65,7.23,Low
26.33,29.99,42.85,366.18,7.35,7.17,7.91,Low
28.04,42.37,24.58,1908.56,6.26,12.71,7.11,Medium
28.15,35.82,23.08,2183.74,8.41,12.01,4.94,Medium
21.36,26.85,60.88,2040.11,5.11,8.64,5.02,Low
19.44,35.76,31.48,131.65,9.79,19.18,6.69,Low
37.35,63.95,52.09,1998.88,5.48,7.74,8.14,Low
25.27,79.29,11.6,2030.66,10.35,15.02,8.18,Medium
14.76,30.83,22.87,909.19,6.71,11.78,7.74,Low
24.08,71.88,46.12,52.7,5.93,14.36,6.56,Low
21.51,36.11,62.39,2263.03,4.54,8.4,7.98,Low
40.87,44.42,21.33,349.17,5.73,5.71,6.35,Medium
15.09,45.73,39.74,174.33,9.99,10.68,6.48,Medium
31.18,37.13,38.95,1652.99,7.3,14.44,5.76,Medium
33.79,28.34,54.46,1143.04,4.16,19.54,8.16,Medium
41.74,39.82,60.71,412.82,10.87,16.32,6.9,Low
12.37,56.29,42.79,1647.77,6.33,16.84,5.07,Low
38.21,70.26,35.19,651.74,7.21,4.94,5.54,Medium
41.83,50.48,46.18,1261.71,10.27,5.93,6.18,Low
25.52,75.25,52.15,1464.45,6.8,1.33,6.47,Low
34.24,53.06,35.49,2030.45,4.2,9.67,6.93,Low
23.64,89.92,29.33,217.46,8.86,8.84,5.06,Medium
15.8,43.66,53.69,1548.52,8.74,8.19,5.74,Low
15.14,91.42,12.77,1515.67,10.92,13.04,6.86,Medium
30.07,54.72,61.4,429.6,7.68,4.85,4.97,Low
40.07,81.76,54.83,992.01,5.51,15.35,6.0,Low
20.24,64.53,54.44,1317.95,6.29,5.42,6.83,Low
30.75,44.31,18.49,939.0,5.89,9.37,6.82,Medium
33.19,27.93,41.52,1852.17,8.39,10.69,4.83,Low
17.78,32.28,57.1,210.51,9.53,16.79,6.01,Low
15.07,62.74,46.71,1402.66,5.08,18.51,4.82,Low
23.19,69.98,28.0,2353.38,9.95,1.24,7.84,Low
35.9,43.28,13.31,1910.38,5.18,6.93,6.82,Medium
30.87,85.02,24.62,580.95,5.85,9.12,7.61,Medium
38.55,52.38,36.85,1590.45,5.18,16.01,6.5,Low
29.18,49.98,35.09,427.46,7.6,2.9,8.1,Low
18.23,40.4,19.66,1371.21,9.78,11.71,7.83,Low
17.95,94.77,12.26,148.33,5.67,3.78,4.85,Medium
22.8,53.88,37.97,2300.78,4.72,7.22,6.41,Low
32.45,40.47,11.54,292.19,10.53,4.53,5.73,Medium
32.74,91.4,58.95,2086.73,6.83,5.44,5.99,Low
18.0,71.8,48.98,1463.59,9.38,16.13,5.73,Medium
14.45,75.68,60.83,2079.11,9.29,5.74,6.41,Low
16.45,88.33,20.66,1848.91,9.54,17.16,8.07,Medium
31.76,86.17,52.14,1862.01,8.39,9.32,6.73,Medium
31.31,40.29,64.18,1524.25,4.36,16.74,6.06,Low
33.39,93.05,56.56,2033.54,7.8,5.55,5.22,Low
21.89,56.35,36.94,226.24,9.36,16.99,5.7,Medium
37.4,64.62,43.12,2143.47,7.31,10.42,7.08,Low
33.96,81.59,58.28,1344.43,8.84,3.68,4.95,Low
28.8,43.38,61.18,782.76,4.53,8.03,5.64,Low
15.49,72.55,60.46,2328.06,9.96,12.67,5.24,Low
16.24,34.24,58.88,1094.66,7.17,4.63,6.83,Low
36.98,41.87,51.83,36.89,9.63,16.65,6.16,Medium
33.32,89.49,15.89,1215.19,9.93,7.01,7.81,Medium
19.33,29.18,42.12,2429.74,4.45,7.32,4.91,Low
24.58,84.4,26.25,2411.38,6.07,10.24,6.26,Low
20.42,30.11,32.78,113.29,7.94,8.36,7.92,Medium
35.5,48.03,39.18,1400.08,9.65,1.15,5.35,Medium
40.99,40.94,13.05,768.77,6.13,8.42,5.41,Medium
18.7,84.18,14.83,725.65,6.71,3.44,7.83,Low
24.56,85.06,44.42,1490.16,10.02,10.15,6.83,Low
25.9,54.84,32.4,33.55,5.11,3.76,7.97,Low
28.56,35.94,59.2,290.32,10.07,8.05,6.41,Low
18.91,62.8,31.05,1502.02,10.99,8.12,7.64,Low
41.12,72.22,52.99,1737.63,7.23,4.35,8.07,Low
30.21,78.43,37.77,1353.39,10.11,5.89,5.59,Medium
15.69,36.7,23.3,125.32,5.81,12.57,6.74,Medium
29.62,69.34,27.36,556.51,5.92,1.52,7.76,Low
24.73,74.58,62.86,1186.43,9.63,15.69,6.96,Low
14.44,58.19,57.11,386.06,10.41,8.12,5.51,Low
22.84,61.44,8.22,1353.88,9.42,6.49,7.84,Medium
26.27,38.31,16.2,1237.88,7.0,7.18,5.21,Medium
14.57,44.59,41.53,804.3,6.35,0.74,7.75,Low
32.07,25.3,45.68,638.69,7.91,4.24,7.98,Low
16.3,33.07,52.46,2219.99,7.16,2.5,6.79,Low
19.93,44.47,57.69,1963.0,4.42,1.85,6.59,Low
26.01,88.0,43.95,1517.68,7.89,4.77,7.92,Low
34.97,58.62,24.41,1705.68,5.79,14.48,7.8,High
29.58,66.83,17.41,411.89,6.74,11.58,7.09,Medium
36.29,67.44,54.55,1299.62,8.93,18.23,6.51,Medium
24.13,60.18,53.15,1879.94,10.16,14.61,6.66,Low
26.91,51.5,29.04,540.23,9.46,13.81,8.02,Low
29.56,56.06,48.3,961.1,9.8,18.12,7.71,Low
34.44,52.85,59.28,837.67,9.75,11.82,4.85,Low
14.16,31.49,11.6,2178.33,9.05,2.25,7.17,Medium
21.54,82.44,8.69,2224.15,5.77,16.3,7.29,Medium
18.24,68.41,16.53,596.66,4.54,7.43,5.62,Medium
31.45,90.34,38.85,300.33,9.0,5.26,7.98,Low
35.93,79.58,17.5,1045.79,6.73,14.08,8.02,Medium
18.68,36.65,20.28,2044.13,5.73,9.21,8.11,Medium
21.2,27.72,37.09,2074.33,6.92,10.44,5.47,Low
26.82,93.66,23.23,1395.34,10.01,18.21,7.96,Medium
40.05,80.33,46.0,2025.25,8.39,5.43,7.31,Low
32.54,47.46,48.95,182.7,7.91,0.63,6.25,Medium
24.71,37.68,49.03,44.92,8.78,1.25,6.42,Medium
14.89,66.82,53.44,1093.6,4.1,5.31,6.32,Low
41.9,62.87,61.95,2016.14,7.65,7.69,6.24,Medium
38.08,89.19,37.96,481.84,9.81,18.56,8.02,Medium
12.94,93.67,58.38,2111.08,8.94,11.98,7.19,Low
12.9,30.08,47.14,77.86,9.31,10.98,5.23,Medium
41.49,74.37,27.09,1811.62,4.63,3.31,6.15,Medium
33.31,93.45,37.42,1671.17,10.28,6.02,7.37,Medium
27.72,63.69,21.03,1775.88,7.54,19.56,5.52,Medium
40.11,85.73,57.48,2035.7,10.28,5.3,6.32,Low
24.99,39.74,18.04,634.19,7.65,14.88,7.86,Medium
29.19,59.49,37.82,318.58,10.28,9.41,6.98,Low
41.38,49.94,52.25,302.47,8.41,4.07,6.19,Low
13.58,76.53,34.78,1787.43,6.46,18.52,5.16,Medium
36.52,67.6,52.08,1783.67,8.79,19.1,6.02,Low
34.3,39.67,61.89,1049.17,7.32,14.22,4.9,Low
30.17,74.88,40.64,2340.39,9.99,13.98,5.15,Medium
17.82,81.81,25.05,45.22,9.08,8.22,6.41,Medium
12.79,53.06,26.93,567.3,7.25,4.04,5.89,Low
19.89,43.95,33.82,2167.43,4.07,13.1,6.42,Low
17.13,26.66,56.59,1257.32,6.69,12.71,7.56,Low
41.39,48.52,63.26,48.45,10.64,19.41,7.72,Medium
30.47,83.08,39.14,770.11,7.4,2.17,6.87,Medium
33.6,45.74,26.56,2378.54,5.51,18.71,7.72,Medium
15.86,85.41,18.73,1682.44,8.04,15.68,6.38,Medium
36.36,28.2,32.84,2339.4,10.02,5.93,6.63,Low
23.5,64.21,50.01,2408.99,10.47,15.23,5.98,Low
15.75,33.01,21.52,487.46,6.38,16.51,5.25,Medium
14.79,29.35,55.32,862.25,5.39,1.91,5.4,Low
33.05,69.28,18.29,719.54,5.74,15.74,6.15,Medium
36.99,61.84,49.48,2177.48,10.78,13.19,6.06,Medium
13.4,50.62,60.79,261.01,10.48,7.49,5.87,Medium
28.07,70.28,63.62,2383.12,10.31,13.68,6.21,Medium
33.16,31.82,10.16,157.25,8.67,7.18,7.13,High
39.04,77.06,54.89,571.34,4.84,3.27,6.27,Low
18.24,32.52,46.86,1362.21,6.5,5.55,6.85,Low
17.5,78.18,31.32,643.25,8.21,8.77,7.68,Low
18.87,79.03,8.35,778.07,7.61,7.83,4.92,Medium
40.94,75.84,9.24,529.08,5.51,5.4,7.7,Low
29.26,25.02,19.68,82.93,10.64,11.11,8.1,High
18.23,56.59,52.1,2140.75,4.93,2.15,7.49,Low
28.39,37.49,39.81,788.67,10.29,9.52,7.76,Low
36.31,59.17,10.67,568.94,5.42,6.1,6.6,Medium
34.0,42.2,14.41,1027.85,4.69,18.49,7.53,High
38.72,82.94,54.54,839.04,4.31,4.12,4.9,Medium
12.07,39.65,42.87,899.2,4.87,4.6,6.3,Low
16.2,47.2,59.2,916.28,5.33,5.09,7.22,Low
37.69,29.54,33.05,1011.28,6.81,2.96,5.87,Low
32.02,66.98,18.42,307.12,6.68,14.3,5.99,Medium
35.06,69.66,26.23,1259.91,10.25,5.66,5.72,Medium
40.35,65.2,14.76,2127.97,7.57,17.48,5.05,High
33.29,82.91,26.5,1395.23,7.53,14.29,6.71,Medium
19.31,58.44,50.71,2397.87,7.82,3.62,4.87,Low
21.8,86.88,37.75,81.25,8.7,5.36,5.59,Medium
33.31,83.28,22.62,1019.79,5.05,14.54,6.9,High
41.85,89.41,15.12,1414.41,7.8,15.05,5.55,Medium
20.4,45.07,58.84,102.98,5.3,10.02,5.96,Medium
22.75,56.45,37.17,2326.25,9.66,5.49,6.67,Low
36.14,76.11,57.21,2343.52,10.93,14.22,7.36,Medium
14.41,31.22,9.01,2359.28,7.07,2.44,7.99,Low
17.39,72.76,41.7,83.61,5.75,5.45,5.12,Medium
37.32,32.83,40.68,1600.81,7.11,19.09,6.54,Medium
34.03,37.27,40.68,1623.08,5.83,8.73,6.78,Low
17.25,45.53,32.33,2245.53,10.21,13.9,7.02,Medium
23.6,58.2,27.94,2133.02,6.83,1.9,4.9,Low
37.82,84.38,63.77,828.16,4.81,10.9,6.26,Medium
27.68,34.83,37.06,527.53,10.29,16.24,7.36,Low
18.9,92.73,23.88,2433.18,5.53,4.88,6.78,Low
17.88,85.95,49.03,156.26,4.2,13.96,7.13,Medium
31.85,36.01,53.75,1916.23,9.76,18.33,7.51,Low
38.05,79.98,53.34,682.34,10.74,6.29,7.03,Medium
37.48,92.13,18.97,1034.38,7.31,14.83,7.72,Medium
29.49,29.33,8.97,1065.68,4.07,15.53,5.66,Medium
31.53,86.82,26.54,1089.83,5.76,5.81,7.66,Low
14.45,84.53,20.56,375.53,10.35,18.21,5.24,Low
37.11,46.62,47.44,1826.17,10.08,12.31,4.92,Low
37.97,75.16,28.46,49.88,7.78,15.99,6.39,High
37.57,25.21,29.48,1956.11,7.91,6.82,5.14,Low
34.65,89.36,32.76,2119.77,6.25,3.64,7.97,Medium
41.82,40.12,29.74,1045.37,4.21,5.74,6.61,Low
19.74,66.36,23.48,580.41,10.64,2.18,6.28,Low
39.72,66.72,61.1,1686.61,7.48,4.57,5.98,Low
39.24,92.86,14.21,1853.39,8.89,6.93,6.37,Low
16.73,94.78,22.86,1129.22,10.74,18.02,6.2,Low
15.33,27.53,13.98,70.7,10.91,2.19,5.79,Medium
27.98,57.05,62.58,392.43,9.91,3.55,6.99,Low
26.51,41.63,33.38,1194.07,10.02,14.59,6.84,Low
41.99,38.93,55.99,1480.15,7.13,18.99,7.65,Low
27.43,76.26,13.72,1820.94,4.34,11.45,7.39,Low
13.9,35.27,42.98,768.33,6.65,16.15,5.01,Low
25.45,81.52,21.79,1929.8,4.39,10.99,7.08,Medium
27.55,52.99,34.28,1451.85,10.08,10.78,6.24,Medium
29.83,52.56,50.73,832.28,9.26,8.38,7.92,Low
36.91,46.91,44.52,181.68,8.59,2.61,6.89,Medium
16.32,92.93,57.84,1970.21,9.97,6.32,7.56,Low
26.53,38.43,34.58,1240.78,6.28,16.71,5.81,Low
38.2,77.22,11.27,615.34,5.94,15.77,5.79,Medium
14.59,79.63,63.3,1451.5,5.38,14.13,4.94,Low
38.5,33.44,62.06,239.22,4.71,4.91,7.44,Low
23.81,36.15,24.56,2008.67,7.77,18.22,5.93,Medium
33.99,90.51,52.16,1994.39,10.04,6.91,5.8,Medium
12.74,70.02,25.97,1352.03,8.7,15.92,5.27,Low
19.91,89.3,27.05,1519.6,9.96,5.94,6.74,Low
19.28,53.49,58.96,442.3,7.78,2.81,8.06,Low
13.92,65.77,57.57,2481.48,5.73,12.47,6.39,Low
25.41,26.43,18.04,1646.55,9.78,8.7,4.92,Low
29.67,45.91,61.48,334.61,7.58,5.11,7.63,Low
35.33,60.57,50.81,1775.11,8.49,2.04,7.3,Low
28.84,31.06,29.51,1568.88,10.22,3.06,6.14,Low
35.37,83.4,43.07,2218.49,8.11,13.84,7.96,Low
26.04,78.14,25.97,2200.58,10.44,4.56,6.76,Low
16.42,48.64,19.92,520.57,9.31,14.46,7.97,Low
40.08,26.32,13.52,2464.72,6.15,7.14,5.01,Low
37.33,59.83,20.63,1830.09,9.81,3.63,5.49,Medium
35.05,74.65,15.19,767.86,6.91,17.32,6.94,Medium
20.66,45.12,9.6,252.73,6.08,13.32,5.09,High
31.13,89.08,14.07,749.83,6.87,1.63,6.07,Low
41.13,65.01,38.48,1316.46,7.79,3.55,5.64,Low
15.23,76.42,27.75,700.17,4.79,16.92,7.86,Low
35.98,26.37,52.41,1951.32,8.04,9.52,6.7,Medium
20.65,37.2,10.55,1706.04,9.46,4.72,7.26,Low
